Concurso;Data Sorteio;1 Dezena;2 Dezena;3 Dezena;4 Dezena;5 Dezena;Arrecadacao Total;Ganhadores Quina;Cidade;Rateio Quina;Ganhadores Quadra;Rateio Quadra;Ganhadores Terno;Rateio Terno;Ganhadores Duque;Rateio Duque;Acumulado;Valor Acumulado;Estimativa Premio;Valor Acumulado Sorteio Especial São João
2705;24/09/2011;001;003;005;067;079;4.358.737,50;1;JOÃO PINHEIRO - MG;470.076,27;97;3.461,53;10210;46,98;0;0,00;NAO;0,00;0,00;17.911.445,52
2706;26/09/2011;028;029;040;046;067;3.642.909,75;0;;0,00;37;7.584,49;3151;127,22;0;0,00;SIM;392.876,47;392.876,47;18.079.821,16
2707;27/09/2011;011;015;029;048;067;4.384.916,25;1;ANÁPOLIS - GO;865.776,03;91;3.711,93;5840;82,62;0;0,00;NAO;0,00;0,00;18.282.492,41
2708;28/09/2011;019;030;036;051;057;3.917.877,00;0;;0,00;63;4.790,60;3728;115,65;0;0,00;SIM;422.530,83;422.530,83;18.463.577,06
2709;29/09/2011;003;035;068;075;078;4.142.345,25;0;;0,00;66;4.834,84;4516;100,94;0;0,00;SIM;869.269,87;869.269,87;18.655.036,66
2710;30/09/2011;011;031;034;043;060;4.831.420,50;1;BAIANÓPOLIS - BA;1.390.323,53;70;5.316,88;4617;115,15;0;0,00;NAO;0,00;0,00;18.878.345,37
2711;01/10/2011;045;052;057;068;070;4.268.669,25;0;;0,00;55;5.978,74;3540;132,69;0;0,00;SIM;460.362,69;460.362,69;19.075.643,68
2712;03/10/2011;008;040;041;070;080;4.269.768,00;0;;0,00;76;4.327,83;5144;91,34;0;0,00;SIM;920.843,87;920.843,87;19.272.992,76
2713;04/10/2011;007;036;042;049;076;5.111.262,75;0;;0,00;110;3.579,44;5987;93,95;0;0,00;SIM;1.472.077,64;1.472.077,64;19.509.235,81
2714;05/10/2011;004;020;035;059;077;5.680.668,75;0;;0,00;98;4.465,33;5980;104,53;0;0,00;SIM;2.084.720,08;2.084.720,08;19.771.796,87
2715;06/10/2011;006;046;052;053;056;5.640.956,25;1;SALGUEIRO - PE;2.693.079,65;106;4.099,46;6041;102,76;0;0,00;NAO;0,00;0,00;20.032.522,41
2716;07/10/2011;009;025;029;031;078;3.914.266,50;1;CARPINA - PE;422.141,45;58;5.198,79;4767;90,36;0;0,00;NAO;0,00;0,00;20.213.440,18
2717;08/10/2011;018;026;046;055;056;4.422.237,75;0;;0,00;68;5.009,72;5302;91,78;0;0,00;SIM;476.924,57;476.924,57;20.417.836,44
2718;10/10/2011;018;030;049;059;060;4.158.084,75;0;;0,00;83;3.859,18;4491;101,89;0;0,00;SIM;925.361,06;925.361,06;20.610.023,52
2719;11/10/2011;004;011;040;060;067;5.397.858,75;1;VIAMÃO - RS;1.507.503,32;69;6.026,32;5690;104,39;0;0,00;NAO;0,00;0,00;20.859.513,07
2720;13/10/2011;002;008;033;060;075;4.193.940,00;0;;0,00;56;5.769,17;4709;98,01;0;0,00;SIM;452.303,37;452.303,37;21.053.357,37
2721;14/10/2011;020;029;032;043;065;4.563.984,75;0;;0,00;40;8.789,49;3941;127,44;0;0,00;SIM;944.514,91;944.514,91;21.264.305,19
2722;15/10/2011;025;029;036;056;070;5.258.087,25;0;;0,00;46;8.805,41;4681;123,61;0;0,00;SIM;1.511.583,25;1.511.583,25;21.507.334,49
2723;17/10/2011;004;047;051;063;075;4.986.611,25;1;SÃO JOSÉ DE PIRANHAS - PB;2.049.373,74;70;5.487,66;4952;110,81;0;0,00;NAO;0,00;0,00;21.737.816,14
2724;18/10/2011;030;051;057;066;079;3.953.497,50;0;;0,00;40;7.613,79;3291;132,20;0;0,00;SIM;426.372,39;426.372,39;21.920.547,17
2725;19/10/2011;010;012;042;048;060;4.694.417,25;1;MANAUS - AM;932.650,67;89;4.063,23;6096;84,74;0;0,00;NAO;0,00;0,00;22.137.523,59
2726;20/10/2011;004;012;017;061;062;3.852.642,75;0;;0,00;59;5.030,21;4760;89,07;0;0,00;SIM;415.495,53;415.495,53;22.315.593,10
2727;21/10/2011;022;061;065;066;070;4.635.816,00;0;;0,00;48;7.439,86;3504;145,59;0;0,00;SIM;915.453,84;915.453,84;22.529.860,96
2728;22/10/2011;023;034;036;052;069;5.321.534,25;0;;0,00;84;4.880,19;6218;94,18;0;0,00;SIM;1.489.364,75;1.489.364,75;22.775.822,78
2729;24/10/2011;016;043;051;059;076;5.106.563,25;0;;0,00;79;4.979,45;4968;113,11;0;0,00;SIM;2.040.091,69;2.040.091,69;23.011.848,62
2730;25/10/2011;035;045;047;076;079;6.040.687,50;0;;0,00;101;4.607,28;6426;103,44;0;0,00;SIM;2.691.561,02;2.691.561,02;23.291.049,78
2731;26/10/2011;004;010;019;068;079;6.861.847,50;1;TOLEDO - PR;3.431.589,91;164;3.223,13;10548;71,59;0;0,00;NAO;0,00;0,00;23.608.205,02
2732;27/10/2011;024;028;031;035;047;3.729.188,25;0;;0,00;70;4.103,89;4913;83,53;0;0,00;SIM;402.181,34;402.181,34;23.780.568,46
2733;28/10/2011;040;066;067;072;077;4.544.188,50;0;;0,00;55;6.364,63;3959;126,31;0;0,00;SIM;892.257,92;892.257,92;23.990.601,29
2734;29/10/2011;034;040;042;049;066;5.308.908,00;0;;0,00;66;6.196,42;4979;117,33;0;0,00;SIM;1.464.807,12;1.464.807,12;24.235.979,53
2735;31/10/2011;003;008;042;075;077;5.265.952,50;0;;0,00;103;3.938,39;6045;95,86;0;0,00;SIM;2.032.723,70;2.032.723,70;24.479.372,36
2736;01/11/2011;013;014;042;058;061;6.760.332,75;0;;0,00;77;6.763,27;6771;109,87;0;0,00;SIM;2.761.804,54;2.761.804,54;24.791.835,60
2737;03/11/2011;008;013;028;031;074;7.615.534,50;1;CORONEL FABRICIANO - MG;3.583.116,23;162;3.621,31;10026;83,58;0;0,00;NAO;0,00;0,00;25.143.826,33
2738;04/11/2011;031;053;055;060;068;4.351.525,50;0;;0,00;40;8.380,33;3488;137,29;0;0,00;SIM;469.298,48;469.298,48;25.344.954,27
2739;05/11/2011;001;011;015;027;065;5.284.064,25;0;;0,00;102;3.990,68;8167;71,20;0;0,00;SIM;1.039.168,35;1.039.168,35;25.589.184,23
2740;07/11/2011;022;030;049;063;064;5.055.284,25;0;;0,00;45;8.653,92;4074;136,55;0;0,00;SIM;1.584.365,02;1.584.365,02;25.822.839,94
2741;08/11/2011;008;030;040;068;077;5.973.573,75;0;;0,00;74;6.218,45;5058;129,96;0;0,00;SIM;2.228.596,35;2.228.596,35;26.098.939,09
2742;09/11/2011;015;020;048;075;079;6.730.233,00;1;BELO HORIZONTE - MG;2.954.431,02;106;4.891,07;6416;115,43;0;0,00;NAO;0,00;0,00;26.410.011,11
2743;10/11/2011;015;043;056;069;077;3.922.677,00;1;RIO DE JANEIRO - RJ;423.048,50;68;4.443,79;4454;96,92;0;0,00;NAO;0,00;0,00;26.591.317,62
2744;11/11/2011;014;028;029;036;041;4.407.206,25;0;;0,00;102;3.328,46;6017;80,60;0;0,00;SIM;475.303,47;475.303,47;26.795.019,11
2745;12/11/2011;001;030;042;057;071;5.124.694,50;0;;0,00;58;6.806,43;4278;131,82;0;0,00;SIM;1.027.985,81;1.027.985,81;27.031.882,99
2746;14/11/2011;026;031;039;045;080;5.001.109,50;0;;0,00;47;8.196,87;4639;118,63;0;0,00;SIM;1.567.339,90;1.567.339,90;27.263.034,75
2747;16/11/2011;019;036;038;054;066;5.989.479,00;0;;0,00;110;4.194,46;7166;91,98;0;0,00;SIM;2.213.286,56;2.213.286,56;27.539.869,04
2748;17/11/2011;018;026;037;049;077;6.010.261,50;0;;0,00;91;5.087,82;6599;100,22;0;0,00;SIM;2.861.474,56;2.861.474,56;27.817.663,90
2749;18/11/2011;020;027;072;075;079;6.960.366,75;1;SÃO JOSÉ DO RIO PRETO - SP;3.612.128,45;139;3.857,42;9016;84,95;0;0,00;NAO;0,00;0,00;28.139.372,72
2750;19/11/2011;002;016;050;073;078;4.591.102,50;0;;0,00;58;6.097,74;4388;115,14;0;0,00;SIM;495.136,11;495.136,11;28.351.573,91
2751;21/11/2011;015;023;049;051;071;4.463.620,50;3;BRASÍLIA - DF, POUSO ALEGRE - MG, SÃO CAETANO DO SUL - SP;325.507,89;93;3.697,29;4956;99,11;0;0,00;NAO;0,00;0,00;28.557.882,88
2752;22/11/2011;008;028;033;037;077;3.930.375,75;0;;0,00;85;3.562,01;5694;75,96;0;0,00;SIM;423.878,79;423.878,79;28.739.545,24
2753;23/11/2011;023;046;050;063;075;4.837.731,00;0;;0,00;69;5.400,97;4913;108,36;0;0,00;SIM;945.613,02;945.613,02;28.963.145,63
2754;24/11/2011;015;027;047;061;071;4.977.076,50;0;;0,00;55;6.970,94;4218;129,85;0;0,00;SIM;1.482.375,22;1.482.375,22;29.193.186,59
2755;25/11/2011;004;008;033;067;072;5.653.274,25;0;;0,00;133;3.274,37;7206;86,33;0;0,00;SIM;2.092.063,24;2.092.063,24;29.454.481,47
2756;26/11/2011;003;004;023;034;057;5.632.671,75;0;;0,00;123;3.527,68;8504;72,89;0;0,00;SIM;2.699.529,35;2.699.529,35;29.714.824,09
2757;28/11/2011;007;029;049;072;073;6.263.230,50;0;;0,00;82;5.883,88;6257;110,15;0;0,00;SIM;3.374.999,27;3.374.999,27;30.004.311,21
2758;29/11/2011;013;024;065;073;074;7.369.996,50;1;ARAPOTI - PR;4.169.830,45;102;5.566,05;7198;112,67;0;0,00;NAO;0,00;0,00;30.344.953,15
2759;30/11/2011;014;026;027;055;056;4.204.005,00;0;;0,00;108;2.998,60;6748;68,55;0;0,00;SIM;453.388,85;453.388,85;30.539.262,66
2760;01/12/2011;009;016;017;058;064;4.566.292,50;0;;0,00;79;4.452,63;5507;91,24;0;0,00;SIM;945.849,27;945.849,27;30.750.317,14
2761;02/12/2011;044;046;050;063;079;5.524.166,25;0;;0,00;84;5.066,02;6251;97,25;0;0,00;SIM;1.541.613,41;1.541.613,41;31.005.644,64
2762;03/12/2011;003;017;046;063;078;6.120.789,75;1;SÃO GONÇALO - RJ;2.201.721,53;133;3.545,15;7384;91,22;0;0,00;NAO;0,00;0,00;31.288.548,13
2763;05/12/2011;003;004;026;060;061;3.908.180,25;1;RIO DE JANEIRO - RJ;421.485,08;51;5.903,15;3922;109,66;0;0,00;NAO;0,00;0,00;31.469.184,60
2764;06/12/2011;017;038;040;052;070;4.086.609,00;0;;0,00;37;8.508,27;3562;126,25;0;0,00;SIM;440.728,06;440.728,06;31.658.068,07
2765;07/12/2011;002;007;020;053;064;5.028.150,00;0;;0,00;85;4.556,89;6356;87,05;0;0,00;SIM;982.998,38;982.998,38;31.890.469,64
2766;08/12/2011;028;039;058;059;077;4.455.482,25;0;;0,00;62;5.535,83;4867;100,74;0;0,00;SIM;1.463.508,27;1.463.508,27;32.096.402,45
2767;09/12/2011;009;042;074;076;078;5.896.399,50;0;;0,00;104;4.367,50;6952;93,33;0;0,00;SIM;2.099.416,60;2.099.416,60;32.368.934,60
2768;10/12/2011;007;018;049;056;075;6.475.222,50;0;;0,00;147;3.393,26;8000;89,07;0;0,00;SIM;2.797.749,18;2.797.749,18;32.668.220,00
2769;12/12/2011;020;053;058;066;072;6.283.584,00;0;;0,00;61;7.935,19;5169;133,77;0;0,00;SIM;3.475.414,16;3.475.414,16;32.958.647,86
2770;13/12/2011;022;028;051;058;075;7.711.115,25;0;;0,00;118;5.034,02;7636;111,13;0;0,00;SIM;4.307.033,94;4.307.033,94;33.315.056,35
2771;14/12/2011;002;012;017;042;072;8.599.166,25;0;;0,00;184;3.600,13;11227;84,28;0;0,00;SIM;5.234.427,26;5.234.427,26;33.712.510,64
2772;15/12/2011;031;046;047;060;067;9.000.363,75;0;;0,00;90;7.703,66;7112;139,26;0;0,00;SIM;6.205.088,47;6.205.088,47;34.128.508,32
2773;16/12/2011;006;016;029;036;054;10.298.515,50;0;;0,00;214;3.707,16;13388;84,65;0;0,00;SIM;7.315.751,32;7.315.751,32;34.604.506,70
2774;17/12/2011;005;031;044;045;074;10.096.247,25;0;;0,00;156;4.985,57;10649;104,33;0;0,00;SIM;8.404.600,17;8.404.600,17;35.071.156,22
2775;19/12/2011;010;036;056;061;074;11.582.574,00;0;;0,00;125;7.137,97;9832;129,64;0;0,00;SIM;9.653.744,73;9.653.744,73;35.606.503,90
2776;20/12/2011;004;035;053;068;074;13.195.218,00;0;;0,00;279;3.643,27;14532;99,92;0;0,00;SIM;11.076.807,94;11.076.807,94;36.216.388,14
2777;21/12/2011;027;041;042;045;067;14.801.802,75;1;MATINHOS - PR;12.673.136,31;258;4.419,52;15885;102,54;0;0,00;NAO;0,00;0,00;36.900.528,88
2778;22/12/2011;018;029;053;056;068;4.532.433,00;2;BELO HORIZONTE - MG, CONTAGEM - MG;244.404,40;71;4.917,60;5410;92,19;0;0,00;NAO;0,00;0,00;37.110.018,36
2779;23/12/2011;005;017;029;049;072;4.636.739,25;0;;0,00;96;3.720,67;7001;72,88;0;0,00;SIM;500.057,89;500.057,89;37.324.328,90
2780;24/12/2011;009;033;046;048;070;4.196.899,50;0;;0,00;57;5.671,96;4619;99,99;0;0,00;SIM;952.680,43;952.680,43;37.518.309,99
2781;26/12/2011;008;013;053;054;055;5.227.937,25;1;GOIÂNIA - GO;1.516.497,19;154;2.615,11;8201;70,15;0;0,00;NAO;0,00;0,00;37.759.945,75
2782;27/12/2011;008;027;034;059;061;4.353.165,00;0;;0,00;87;3.854,48;4459;107,43;0;0,00;SIM;469.475,29;469.475,29;37.961.149,45
2783;28/12/2011;012;027;035;071;079;5.260.158,00;0;;0,00;92;4.404,44;6137;94,32;0;0,00;SIM;1.036.766,95;1.036.766,95;38.204.274,46
2784;29/12/2011;005;029;042;049;074;5.647.467,00;0;;0,00;168;2.589,55;8869;70,07;0;0,00;SIM;1.645.828,69;1.645.828,69;38.465.300,93
2785;30/12/2011;006;033;043;053;062;5.930.036,25;0;;0,00;60;7.613,53;5630;115,91;0;0,00;SIM;2.285.364,63;2.285.364,63;38.739.387,77
2786;31/12/2011;020;035;042;045;057;4.801.455,75;0;;0,00;57;6.489,00;4823;109,55;0;0,00;SIM;2.803.186,68;2.803.186,68;38.961.311,51
2787;02/01/2012;008;027;032;059;075;6.590.194,50;0;;0,00;156;3.254,27;9384;77,28;0;0,00;SIM;3.513.918,65;3.513.918,65;39.265.910,92
2788;03/01/2012;003;024;035;046;079;8.238.062,25;0;;0,00;213;2.979,37;10201;88,87;0;0,00;SIM;4.402.368,02;4.402.368,02;39.646.674,95
2789;04/01/2012;010;011;040;045;079;9.753.085,50;0;;0,00;152;4.942,86;10509;102,13;0;0,00;SIM;5.454.207,94;5.454.207,94;40.097.463,49
2790;05/01/2012;001;012;043;069;075;10.503.958,50;0;;0,00;177;4.571,51;10788;107,15;0;0,00;SIM;6.587.027,18;6.587.027,18;40.582.957,45
2791;06/01/2012;001;016;032;038;067;12.152.560,50;1;INDAIATUBA - SP;7.897.643,02;170;5.506,79;11428;117,02;0;0,00;NAO;0,00;0,00;41.144.649,96
2792;07/01/2012;029;047;064;065;077;5.298.678,00;0;;0,00;76;5.370,73;6291;92,68;0;0,00;SIM;571.445,93;571.445,93;41.389.555,37
2793;09/01/2012;013;019;035;056;062;5.315.111,25;1;RIO DE JANEIRO - RJ;1.144.664,13;149;2.747,93;8112;72,10;0;0,00;NAO;0,00;0,00;41.635.220,32
2794;10/01/2012;001;029;053;057;060;4.622.356,50;0;;0,00;78;4.565,08;4938;103,01;0;0,00;SIM;498.506,76;498.506,76;41.848.866,08
2795;11/01/2012;026;027;033;073;074;5.641.037,25;0;;0,00;92;4.723,36;5987;103,68;0;0,00;SIM;1.106.875,06;1.106.875,06;42.109.595,36
2796;12/01/2012;019;042;043;050;078;6.049.649,25;0;;0,00;74;6.297,65;5709;116,61;0;0,00;SIM;1.759.310,89;1.759.310,89;42.389.210,74
2797;13/01/2012;024;039;045;064;065;7.274.698,50;1;IPIRÁ - BA;2.543.864,48;89;6.296,58;7228;110,75;0;0,00;NAO;0,00;0,00;42.725.447,99
2798;14/01/2012;009;022;068;072;079;5.067.341,25;1;RIO DE JANEIRO - RJ;546.496,98;90;4.337,28;5767;96,69;0;0,00;NAO;0,00;0,00;42.959.661,00
2799;16/01/2012;023;035;040;048;080;4.357.013,25;0;;0,00;61;5.502,23;4406;108,82;0;0,00;SIM;469.890,31;469.890,31;43.161.042,57
2800;17/01/2012;013;018;035;045;047;5.128.305,00;1;SÃO PAULO - SP;1.022.962,04;189;2.090,22;10242;55,10;0;0,00;NAO;0,00;0,00;43.398.073,32
2801;18/01/2012;001;018;020;023;026;4.493.458,50;1;SÃO PAULO - SP;484.605,51;155;2.233,21;8078;61,21;0;0,00;NAO;0,00;0,00;43.605.761,40
2802;19/01/2012;012;014;016;024;074;4.261.713,75;1;MAGÉ - RJ;459.612,56;119;2.758,78;6586;71,21;0;0,00;NAO;0,00;0,00;43.802.738,22
2803;20/01/2012;002;006;036;041;080;4.089.585,00;0;;0,00;53;5.944,05;4379;102,77;0;0,00;SIM;441.049,00;441.049,00;43.991.759,24
2804;21/01/2012;010;017;040;057;069;5.083.967,25;0;;0,00;61;6.420,26;5143;108,78;0;0,00;SIM;989.339,04;989.339,04;44.226.740,69
2805;23/01/2012;012;021;029;043;069;5.079.335,25;0;;0,00;103;3.798,83;6819;81,97;0;0,00;SIM;1.537.129,53;1.537.129,53;44.461.508,05
2806;24/01/2012;017;031;054;055;072;5.713.674,75;0;;0,00;84;5.239,81;5959;105,51;0;0,00;SIM;2.153.331,56;2.153.331,56;44.725.594,65
2807;25/01/2012;018;039;050;053;065;5.768.721,00;0;;0,00;58;7.661,81;4792;132,47;0;0,00;SIM;2.775.470,16;2.775.470,16;44.992.225,49
2808;26/01/2012;038;053;059;074;078;6.434.575,50;2;BELO HORIZONTE - MG, PONTA PORÃ - MS;1.734.709,55;89;5.569,41;6442;109,92;0;0,00;NAO;0,00;0,00;45.289.632,18
2809;27/01/2012;023;031;047;058;076;4.217.369,25;0;;0,00;111;2.926,84;4093;113,39;0;0,00;SIM;454.830,14;454.830,14;45.484.559,40
2810;28/01/2012;012;044;045;059;076;5.077.875,75;0;;0,00;82;4.770,32;5900;94,71;0;0,00;SIM;1.002.463,23;1.002.463,23;45.719.259,30
2811;30/01/2012;016;019;059;062;069;5.094.934,50;0;;0,00;74;5.303,79;5112;109,68;0;0,00;SIM;1.551.936,05;1.551.936,05;45.954.747,67
2812;31/01/2012;050;054;063;079;080;5.715.867,75;0;;0,00;67;6.571,84;5134;122,52;0;0,00;SIM;2.168.374,59;2.168.374,59;46.218.935,63
2813;01/02/2012;006;023;031;038;052;6.596.374,50;2;BARUERI - SP, SÃO PAULO - SP;1.439.886,52;109;4.661,85;7339;98,91;0;0,00;NAO;0,00;0,00;46.523.820,69
2814;02/02/2012;001;029;038;039;052;4.049.402,25;0;;0,00;54;5.776,66;3951;112,78;0;0,00;SIM;436.715,42;436.715,42;46.710.984,45
2815;03/02/2012;004;034;040;046;077;4.926.551,25;2;CONQUISTA - MG, INDAIATUBA - SP;484.014,32;94;4.037,34;6245;86,81;0;0,00;NAO;0,00;0,00;46.938.690,12
2816;04/02/2012;020;046;057;075;077;4.661.746,50;1;RECIFE - PE;502.754,85;59;6.086,62;4467;114,84;0;0,00;NAO;0,00;0,00;47.154.156,49
2817;06/02/2012;001;053;061;071;078;3.891.664,50;0;;0,00;34;8.817,31;3320;128,99;0;0,00;SIM;419.703,90;419.703,90;47.334.029,60
2818;07/02/2012;023;060;066;071;074;4.693.612,50;0;;0,00;50;7.231,31;3854;134,02;0;0,00;SIM;925.895,39;925.895,39;47.550.968,83
2819;08/02/2012;017;033;041;054;071;5.394.803,25;0;;0,00;83;5.006,99;5934;100,04;0;0,00;SIM;0,00;0,00;47.800.317,15
2820;09/02/2012;006;029;044;045;058;5.778.080,25;1;GOIÂNIA - GO;2.130.856,09;126;3.532,58;7714;82,43;0;0,00;NAO;0,00;0,00;48.067.380,57
2821;10/02/2012;001;024;068;078;079;4.135.866,00;0;;0,00;65;4.901,54;4188;108,67;0;0,00;SIM;446.040,27;446.040,27;48.258.540,69
2822;11/02/2012;015;025;039;041;074;5.047.307,25;0;;0,00;65;5.981,72;4572;121,48;0;0,00;SIM;990.376,64;990.376,64;48.491.827,72
2823;13/02/2012;002;010;016;023;057;5.005.782,00;1;SÃO BERNARDO DO CAMPO - SP;1.530.234,63;156;2.471,88;8762;62,87;0;0,00;NAO;0,00;0,00;48.723.195,45
2824;14/02/2012;001;045;048;060;061;3.975.385,50;0;;0,00;37;8.276,70;3383;129,31;0;0,00;SIM;428.732,95;428.732,95;48.906.938,15
2825;15/02/2012;018;026;035;052;063;4.655.196,75;1;APUCARANA - PR;930.781,42;52;6.896,27;5246;97,65;0;0,00;NAO;0,00;0,00;49.122.101,80
2826;16/02/2012;012;016;029;030;048;4.205.671,50;0;;0,00;75;4.319,70;5991;77,25;0;0,00;SIM;453.568,57;453.568,57;49.316.488,34
2827;17/02/2012;020;054;057;073;075;4.576.672,50;0;;0,00;80;4.406,97;5645;89,22;0;0,00;SIM;947.148,45;947.148,45;49.528.022,58
2828;18/02/2012;022;023;033;079;080;4.570.888,50;2;BRASÍLIA - DF, CHARQUEADAS - RS;720.052,27;99;3.556,68;4843;103,86;0;0,00;NAO;0,00;0,00;49.739.289,49
2829;22/02/2012;027;035;041;042;044;3.820.005,00;0;;0,00;68;4.327,47;5582;75,31;0;0,00;SIM;411.975,65;411.975,65;49.915.850,48
2830;23/02/2012;022;024;041;069;073;4.642.491,75;0;;0,00;43;8.316,91;4003;127,62;0;0,00;SIM;912.653,92;912.653,92;50.130.426,90
2831;24/02/2012;014;023;034;043;054;5.024.339,25;4;SANTA TEREZINHA - PE, CORREIA PINTO - SC, GUARULHOS - SP, PEDRA BELA - SP;363.628,32;172;2.250,25;6914;79,97;0;0,00;NAO;0,00;0,00;50.362.652,34
2832;25/02/2012;016;024;047;061;068;4.266.234,75;1;GUARULHOS - SP;460.100,13;73;4.501,96;4134;113,56;0;0,00;NAO;0,00;0,00;50.559.838,11
2833;27/02/2012;024;041;052;062;078;3.571.854,75;0;;0,00;27;10.190,83;2828;138,99;0;0,00;SIM;385.213,41;385.213,41;50.724.929,58
2834;28/02/2012;006;027;030;049;058;4.397.390,25;0;;0,00;68;4.981,56;4794;100,94;0;0,00;SIM;859.458,25;859.458,25;50.928.177,38
2835;01/03/2012;014;015;038;058;077;3.397.731,75;0;;0,00;66;3.965,74;3709;100,81;0;0,00;SIM;1.225.893,04;1.225.893,04;51.085.220,86
2836;01/03/2012;003;015;043;057;068;4.508.553,75;0;;0,00;109;3.186,33;6075;81,67;0;0,00;SIM;1.712.126,52;1.712.126,52;51.293.606,66
2837;02/03/2012;049;057;060;066;070;5.462.597,25;0;;0,00;62;6.787,15;3892;154,45;0;0,00;SIM;2.301.250,63;2.301.250,63;51.546.088,42
2838;03/03/2012;009;010;021;032;059;6.159.851,25;0;;0,00;123;3.857,84;7333;92,44;0;0,00;SIM;2.965.571,41;2.965.571,41;51.830.797,33
2839;05/03/2012;013;045;048;052;073;6.400.758,75;1;RESENDE - RJ;3.655.873,32;138;3.572,99;8696;81,00;0;0,00;NAO;0,00;0,00;52.126.641,02
2840;06/03/2012;018;037;040;044;071;4.142.273,25;0;;0,00;61;5.231,05;4770;95,56;0;0,00;SIM;446.731,27;446.731,27;52.318.097,29
2841;07/03/2012;014;039;047;056;068;4.764.632,25;0;;0,00;94;3.904,64;5751;91,17;0;0,00;SIM;960.582,02;960.582,02;52.538.319,05
2842;08/03/2012;032;036;037;044;068;5.495.213,25;0;;0,00;89;4.756,36;6477;93,36;0;0,00;SIM;1.553.223,66;1.553.223,66;52.792.308,34
2843;09/03/2012;011;024;027;031;079;5.808.461,25;0;;0,00;81;5.524,03;6559;97,45;0;0,00;SIM;2.179.648,12;2.179.648,12;53.060.775,98
2844;10/03/2012;003;021;029;039;075;5.969.573,25;0;;0,00;89;5.166,94;6343;103,56;0;0,00;SIM;2.823.448,01;2.823.448,01;53.336.690,22
2845;12/03/2012;005;031;040;043;049;6.247.770,75;0;;0,00;117;4.113,57;6787;101,30;0;0,00;SIM;3.497.250,64;3.497.250,64;53.625.462,78
2846;13/03/2012;019;023;045;061;077;7.238.947,50;0;;0,00;135;4.130,68;8793;90,59;0;0,00;SIM;4.277.948,59;4.277.948,59;53.960.047,62
2847;14/03/2012;037;039;045;052;071;8.166.461,25;0;;0,00;132;4.765,84;8618;104,28;0;0,00;SIM;5.158.676,01;5.158.676,01;54.337.502,24
2848;15/03/2012;015;033;039;055;062;8.981.161,50;3;BRASÍLIA - DF, SÃO MIGUEL DO ARAGUAIA - GO;2.042.422,11;263;2.630,61;11506;85,89;0;0,00;NAO;0,00;0,00;54.752.612,39
2849;16/03/2012;021;056;067;068;077;4.255.021,50;0;;0,00;33;9.932,70;3269;143,24;0;0,00;SIM;458.890,82;458.890,82;54.949.279,90
2850;17/03/2012;020;028;039;052;070;5.069.629,50;1;SÃO PAULO - SP;1.005.634,57;40;9.763,28;3791;147,16;0;0,00;NAO;0,00;0,00;55.183.598,66
2851;19/03/2012;008;014;015;024;028;3.885.702,75;2;NILÓPOLIS - RJ, NITEROI - RJ;209.530,47;131;2.284,96;7255;58,94;0;0,00;NAO;0,00;0,00;55.363.196,22
2852;20/03/2012;001;020;027;033;048;3.987.315,75;0;;0,00;81;3.792,06;5227;83,94;0;0,00;SIM;430.019,59;430.019,59;55.547.490,34
2853;21/03/2012;003;006;010;020;076;4.707.195,00;4;LAURO DE FREITAS - BA, BELO HORIZONTE - MG, SÃO VICENTE - SP, VALINHOS - SP;234.418,98;171;2.120,54;8856;58,49;0;0,00;NAO;0,00;0,00;55.765.057,35
2854;22/03/2012;006;010;011;053;055;4.090.750,50;1;RESENDE - RJ;441.174,70;107;2.945,09;6480;69,47;0;0,00;NAO;0,00;0,00;55.954.132,22
2855;23/03/2012;004;011;049;065;071;4.024.777,50;0;;0,00;45;6.889,84;4201;105,43;0;0,00;SIM;434.059,72;434.059,72;56.140.157,83
2856;24/03/2012;005;028;064;067;079;4.891.660,50;0;;0,00;77;4.893,79;5462;98,55;0;0,00;SIM;961.610,07;961.610,07;56.366.250,84
2857;26/03/2012;003;040;045;065;072;4.895.438,25;0;;0,00;57;6.616,01;4903;109,87;0;0,00;SIM;1.489.567,85;1.489.567,85;56.592.518,46
2858;27/03/2012;023;037;062;063;072;5.618.337,00;0;;0,00;67;6.459,70;5252;117,72;0;0,00;SIM;2.095.488,00;2.095.488,00;56.852.198,53
2859;28/03/2012;010;031;042;076;077;6.162.543,00;0;;0,00;64;7.417,53;5430;124,89;0;0,00;SIM;2.760.099,08;2.760.099,08;57.137.031,86
2860;29/03/2012;019;055;058;070;074;7.118.431,50;0;;0,00;100;5.483,58;6583;118,99;0;0,00;SIM;3.527.799,76;3.527.799,76;57.466.046,44
2861;30/03/2012;005;017;039;058;069;8.240.351,25;1;LAGOA FORMOSA - MG;4.416.496,00;166;3.823,99;9483;95,62;0;0,00;NAO;0,00;0,00;57.846.916,26
2862;31/03/2012;003;015;019;053;075;4.605.846,00;3;RIO DE JANEIRO - RJ, VICTOR GRAEFF - RS, SÃO PAULO - SP;165.575,39;156;2.274,39;8153;62,16;0;0,00;NAO;0,00;0,00;58.059.798,90
2863;02/04/2012;035;039;047;061;066;4.070.634,00;1;PORTO ALEGRE - RS;439.005,20;47;6.671,81;3719;120,45;0;0,00;NAO;0,00;0,00;58.247.943,99
2864;03/04/2012;021;035;066;071;076;4.220.916,00;0;;0,00;40;8.128,80;3262;142,39;0;0,00;SIM;455.212,65;455.212,65;58.443.035,13
