Concurso;Data Sorteio;1 Dezena;2 Dezena;3 Dezena;4 Dezena;5 Dezena;Arrecadacao Total;Ganhadores Quina;Cidade;Rateio Quina;Ganhadores Quadra;Rateio Quadra;Ganhadores Terno;Rateio Terno;Ganhadores Duque;Rateio Duque;Acumulado;Valor Acumulado;Estimativa Premio;Valor Acumulado Sorteio Especial São João
2540;05/03/2011;037;042;049;051;076;4.368.408,00;0;;0,00;52;6.471,42;3859;124,57;0;0,00;SIM;906.723,26;906.723,26;0,00
2541;09/03/2011;007;014;024;062;068;4.401.904,50;0;;0,00;66;5.137,79;5007;96,74;0;0,00;SIM;1.381.454,95;1.381.454,95;0,00
2542;10/03/2011;036;048;052;071;074;4.812.184,50;0;;0,00;59;6.283,04;4516;117,26;0;0,00;SIM;1.900.434,06;1.900.434,06;0,00
2543;11/03/2011;008;028;034;048;064;5.790.806,25;1;CAMPO GRANDE - MS;2.524.954,49;103;4.330,93;6929;91,97;0;0,00;NAO;0,00;0,00;0,00
2544;12/03/2011;016;019;021;028;061;4.219.281,75;0;;0,00;87;3.735,93;4985;93,14;0;0,00;SIM;455.036,40;455.036,40;0,00
2545;14/03/2011;001;008;055;074;080;4.111.620,00;0;;0,00;89;3.558,79;5662;79,91;0;0,00;SIM;898.461,81;898.461,81;0,00
2546;15/03/2011;006;023;033;036;053;4.734.689,25;1;LAGOA DA PRATA - MG;1.409.083,30;106;3.440,85;6753;77,15;0;0,00;NAO;0,00;0,00;0,00
2547;16/03/2011;015;026;062;074;080;3.800.974,50;0;;0,00;36;8.133,40;2936;142,46;0;0,00;SIM;409.923,26;409.923,26;0,00
2548;17/03/2011;004;010;052;073;075;4.001.154,00;1;GRAVATAÍ - RS;841.435,26;74;4.165,17;4972;88,55;0;0,00;NAO;0,00;0,00;0,00
2549;18/03/2011;017;022;025;039;040;3.630.247,50;2;BELO HORIZONTE - MG, SÃO PAULO - SP;195.755,45;71;3.938,74;4952;80,67;0;0,00;NAO;0,00;0,00;0,00
2550;19/03/2011;017;021;050;068;076;3.921.924,75;0;;0,00;48;6.294,16;2808;153,70;0;0,00;SIM;422.967,37;422.967,37;0,00
2551;21/03/2011;004;005;015;046;060;3.817.872,00;1;SÃO LUIS - MA;834.712,98;76;3.869,79;5201;80,78;0;0,00;NAO;0,00;0,00;0,00
2552;22/03/2011;039;041;042;063;069;3.503.294,25;0;;0,00;53;5.091,91;3027;127,36;0;0,00;SIM;377.819,37;377.819,37;0,00
2553;23/03/2011;001;022;038;057;062;4.139.951,25;0;;0,00;52;6.132,98;3599;126,58;0;0,00;SIM;824.300,22;824.300,22;0,00
2554;24/03/2011;003;062;063;066;069;4.162.669,50;0;;0,00;66;4.858,56;4119;111,21;0;0,00;SIM;1.273.231,16;1.273.231,16;0,00
2555;25/03/2011;010;036;038;051;080;4.848.106,50;0;;0,00;72;5.187,04;5196;102,67;0;0,00;SIM;1.796.084,35;1.796.084,35;0,00
2556;26/03/2011;005;020;026;052;080;5.271.861,75;1;FORTALEZA - CE;2.364.638,22;81;5.013,71;5901;98,31;0;0,00;NAO;0,00;0,00;0,00
2557;28/03/2011;005;027;030;050;062;3.204.438,00;0;;0,00;59;4.183,88;3872;91,07;0;0,00;SIM;345.588,65;345.588,65;0,00
2558;29/03/2011;012;039;040;070;075;3.795.452,25;0;;0,00;40;7.309,43;3442;121,34;0;0,00;SIM;754.916,36;754.916,36;0,00
2559;30/03/2011;034;037;055;060;070;4.492.548,00;0;;0,00;48;7.209,93;3939;125,51;0;0,00;SIM;1.239.423,67;1.239.423,67;0,00
2560;31/03/2011;002;010;014;024;034;4.707.901,50;1;BELÉM - PA;1.747.156,18;135;2.686,42;8885;58,31;0;0,00;NAO;0,00;0,00;0,00
2561;01/04/2011;002;026;051;052;065;3.763.698,75;0;;0,00;60;4.832,18;3816;108,53;0;0,00;SIM;405.903,19;405.903,19;0,00
2562;02/04/2011;004;010;015;048;054;4.523.484,00;1;SANTA ROSA - RS;893.746,86;156;2.233,72;7877;63,19;0;0,00;NAO;0,00;0,00;0,00
2563;04/04/2011;044;058;066;067;075;3.463.714,50;0;;0,00;45;5.929,38;3438;110,87;0;0,00;SIM;373.550,83;373.550,83;0,00
2564;05/04/2011;015;022;034;060;061;4.214.610,75;0;;0,00;49;6.625,84;3781;122,66;0;0,00;SIM;828.083,47;828.083,47;0,00
2565;06/04/2011;004;046;048;049;065;4.900.700,25;0;;0,00;110;3.431,99;6349;84,94;0;0,00;SIM;1.356.608,73;1.356.608,73;0,00
2566;07/04/2011;015;025;037;043;055;5.055.864,00;0;;0,00;193;2.017,99;8635;64,43;0;0,00;SIM;1.901.867,91;1.901.867,91;0,00
2567;08/04/2011;006;048;053;077;079;5.704.734,75;0;;0,00;90;4.882,84;6139;102,26;0;0,00;SIM;2.517.105,79;2.517.105,79;0,00
2568;09/04/2011;007;019;046;069;073;6.178.065,00;1;SANTOS - SP;3.183.390,87;111;4.287,55;7440;91,38;0;0,00;NAO;0,00;0,00;0,00
2569;11/04/2011;004;010;011;021;053;3.361.359,75;1;HERVAL D OESTE - SC;362.512,18;152;1.703,54;7751;47,72;0;0,00;NAO;0,00;0,00;0,00
2570;12/04/2011;036;039;075;078;079;3.571.824,00;0;;0,00;66;4.168,94;4173;94,19;0;0,00;SIM;385.210,10;385.210,10;0,00
2571;13/04/2011;028;051;059;068;077;4.383.783,75;0;;0,00;47;7.185,07;3729;129,37;0;0,00;SIM;857.987,52;857.987,52;0,00
2572;14/04/2011;016;028;034;064;077;4.255.220,25;0;;0,00;83;3.949,33;4940;94,79;0;0,00;SIM;1.316.899,77;1.316.899,77;0,00
2573;15/04/2011;010;026;033;037;059;5.008.033,50;1;UNAI - MG;1.857.000,59;116;3.325,75;7018;78,52;0;0,00;NAO;0,00;0,00;0,00
2574;16/04/2011;006;013;032;047;050;4.145.459,25;0;;0,00;97;3.292,16;5709;79,90;0;0,00;SIM;447.074,87;447.074,87;0,00
2575;18/04/2011;007;011;013;026;035;3.843.017,25;0;;0,00;184;1.608,92;9602;44,04;0;0,00;SIM;861.532,31;861.532,31;0,00
2576;19/04/2011;028;033;039;046;074;4.510.343,25;0;;0,00;80;4.343,09;4996;99,35;0;0,00;SIM;1.347.958,78;1.347.958,78;0,00
2577;20/04/2011;015;027;040;068;076;5.209.263,75;0;;0,00;49;8.189,55;4202;136,42;0;0,00;SIM;1.909.761,65;1.909.761,65;0,00
2578;23/04/2011;004;013;051;072;073;4.652.931,75;1;MIRANDOPOLIS - SP;2.411.565,85;94;3.813,10;6347;80,67;0;0,00;NAO;0,00;0,00;0,00
2579;25/04/2011;033;046;072;074;078;3.399.652,50;0;;0,00;74;3.539,02;5302;70,56;0;0,00;SIM;366.641,93;366.641,93;0,00
2580;26/04/2011;020;038;040;045;048;4.165.203,00;0;;0,00;35;9.167,44;3747;122,33;0;0,00;SIM;815.846,11;815.846,11;0,00
2581;27/04/2011;005;022;036;041;079;4.787.232,75;1;MAUÁ - SP;1.332.134,25;79;4.668,07;6055;87,00;0;0,00;NAO;0,00;0,00;0,00
2582;28/04/2011;015;029;058;067;070;3.444.696,75;0;;0,00;36;7.371,03;2935;129,15;0;0,00;SIM;371.499,82;371.499,82;0,00
2583;29/04/2011;010;022;023;035;060;4.182.594,00;0;;0,00;61;5.281,97;4999;92,07;0;0,00;SIM;822.579,55;822.579,55;0,00
2584;30/04/2011;023;035;050;055;075;4.957.799,25;0;;0,00;69;5.535,02;5120;106,56;0;0,00;SIM;1.357.262,76;1.357.262,76;0,00
2585;02/05/2011;004;005;010;034;055;4.849.412,25;1;SÃO MANUEL - SP;1.880.256,77;179;2.086,97;10608;50,30;0;0,00;NAO;0,00;0,00;0,00
2586;03/05/2011;018;028;039;044;055;3.742.924,50;0;;0,00;58;4.971,22;4067;101,27;0;0,00;SIM;403.662,75;403.662,75;0,00
2587;04/05/2011;012;028;039;058;080;4.497.795,75;0;;0,00;59;5.872,56;4533;109,19;0;0,00;SIM;888.736,01;888.736,01;0,00
2588;05/05/2011;018;059;062;072;077;4.730.165,25;0;;0,00;57;6.392,65;4031;129,13;0;0,00;SIM;1.398.869,60;1.398.869,60;0,00
2589;06/05/2011;018;040;062;066;075;5.392.801,50;0;;0,00;57;7.288,18;4099;144,78;0;0,00;SIM;1.980.466,44;1.980.466,44;0,00
2590;07/05/2011;022;023;050;068;069;5.962.086,00;1;LIMEIRA - SP;2.623.458,86;56;8.201,44;4411;148,74;0;0,00;NAO;0,00;0,00;0,00
2591;09/05/2011;046;049;055;057;070;3.439.335,00;0;;0,00;28;9.462,28;2622;144,35;0;0,00;SIM;370.921,56;370.921,56;0,00
2592;10/05/2011;042;054;057;063;068;4.215.753,00;0;;0,00;52;6.245,27;3992;116,21;0;0,00;SIM;825.577,39;825.577,39;0,00
2593;11/05/2011;002;005;027;029;080;5.082.436,50;0;;0,00;162;2.416,78;8315;67,26;0;0,00;SIM;1.373.702,34;1.373.702,34;0,00
2594;12/05/2011;032;042;044;052;062;5.177.364,00;1;SALVADOR - BA;1.932.064,92;155;2.573,10;4770;119,44;0;0,00;NAO;0,00;0,00;0,00
2595;13/05/2011;029;040;043;062;068;3.983.735,25;0;;0,00;41;7.484,90;3187;137,55;0;0,00;SIM;429.633,45;429.633,45;0,00
2596;14/05/2011;005;018;049;059;065;4.758.063,00;1;SÃO PAULO - SP;942.775,73;84;4.363,45;5470;95,72;0;0,00;NAO;0,00;0,00;0,00
2597;16/05/2011;033;050;052;069;070;3.444.868,50;0;;0,00;40;6.634,25;2902;130,63;0;0,00;SIM;371.518,34;371.518,34;0,00
2598;17/05/2011;039;049;050;067;076;4.176.361,50;0;;0,00;53;6.070,19;3498;131,38;0;0,00;SIM;821.925,91;821.925,91;0,00
2599;18/05/2011;016;031;036;044;068;4.813.024,50;1;SÃO PAULO - SP;1.340.995,62;60;6.179,40;4722;112,16;0;0,00;NAO;0,00;0,00;0,00
2600;19/05/2011;001;008;043;065;080;3.436.559,25;0;;0,00;60;4.412,17;4480;84,41;0;0,00;SIM;370.622,21;370.622,21;0,00
2601;20/05/2011;005;012;029;035;065;4.140.972,75;0;;0,00;113;2.822,95;6520;69,89;0;0,00;SIM;817.213,23;817.213,23;0,00
2602;21/05/2011;004;005;013;014;017;4.925.337,00;7;CANINDÉ - CE, GOIÂNIA - GO, BELÉM - PA, SAPUCAIA DO SUL - RS, PRESIDENTE PRUDENTE - SP, SÃO PAULO - SP;192.627,93;411;1.318,79;13993;38,73;0;0,00;NAO;0,00;0,00;0,00
2603;23/05/2011;006;028;036;055;076;3.355.760,25;1;UBERLÂNDIA - MG;361.908,29;65;3.977,01;4031;91,61;0;0,00;NAO;0,00;0,00;0,00
2604;24/05/2011;025;029;071;072;078;3.442.120,50;0;;0,00;40;6.628,96;3267;115,94;0;0,00;SIM;371.221,97;371.221,97;0,00
2605;25/05/2011;034;053;067;073;079;4.252.393,50;0;;0,00;72;4.549,68;4392;106,54;0;0,00;SIM;829.829,37;829.829,37;0,00
2606;26/05/2011;020;036;059;065;079;4.248.860,25;0;;0,00;44;7.438,74;3274;142,81;0;0,00;SIM;1.288.055,72;1.288.055,72;0,00
2607;27/05/2011;020;027;029;048;067;4.878.984,00;1;SANTO ANDRÉ - SP;1.814.238,95;62;6.062,02;4746;113,13;0;0,00;NAO;0,00;0,00;0,00
2608;28/05/2011;003;008;049;054;063;4.125.617,25;0;;0,00;76;4.181,72;5061;89,70;0;0,00;SIM;444.934,98;444.934,98;0,00
2609;30/05/2011;001;011;035;077;079;3.878.541,00;0;;0,00;84;3.556,88;4698;90,85;0;0,00;SIM;863.223,54;863.223,54;0,00
2610;31/05/2011;018;021;043;045;047;4.525.989,00;0;;0,00;104;3.352,43;6247;79,73;0;0,00;SIM;1.351.337,36;1.351.337,36;0,00
2611;01/06/2011;025;032;051;064;080;5.328.667,50;0;;0,00;62;6.620,74;4454;131,65;0;0,00;SIM;1.926.017,55;1.926.017,55;0,00
2612;02/06/2011;003;022;034;072;075;5.533.262,25;1;SÃO PAULO - SP;2.522.762,66;88;4.843,71;5814;104,73;0;0,00;NAO;0,00;0,00;0,00
2613;03/06/2011;002;015;038;041;061;3.923.297,25;0;;0,00;38;7.953,30;3598;119,99;0;0,00;SIM;423.115,39;423.115,39;0,00
2614;04/06/2011;004;021;029;030;080;4.649.424,00;0;;0,00;79;4.533,69;5363;95,40;0;0,00;SIM;924.541,29;924.541,29;0,00
2615;06/06/2011;019;031;047;049;065;4.358.400,00;0;;0,00;84;3.996,94;5260;91,18;0;0,00;SIM;1.394.581,16;1.394.581,16;0,00
2616;07/06/2011;007;015;016;040;043;5.231.591,25;0;;0,00;104;3.875,08;6708;85,82;0;0,00;SIM;1.958.791,99;1.958.791,99;0,00
2617;08/06/2011;007;012;016;035;050;6.044.766,75;1;Florianópolis - SC;2.610.701,27;140;3.326,07;8395;79,23;0;0,00;NAO;0,00;0,00;0,00
2618;09/06/2011;001;013;053;054;072;3.566.272,50;0;;0,00;51;5.386,71;4166;94,20;0;0,00;SIM;384.611,38;384.611,38;0,00
2619;10/06/2011;004;005;006;042;066;4.344.522,00;0;;0,00;100;3.346,74;7631;62,65;0;0,00;SIM;853.154,54;853.154,54;0,00
2620;11/06/2011;005;022;039;040;056;5.064.750,00;1;TERESÓPOLIS - RJ;1.399.372,06;125;3.121,24;7126;78,21;0;0,00;NAO;0,00;0,00;0,00
2621;13/06/2011;028;030;049;061;080;3.379.707,75;0;;0,00;38;6.851,33;2830;131,42;0;0,00;SIM;364.490,95;364.490,95;0,00
2622;14/06/2011;009;027;055;063;074;4.156.408,50;0;;0,00;51;6.278,09;5081;90,02;0;0,00;SIM;812.746,66;812.746,66;0,00
2623;15/06/2011;003;010;052;060;062;4.877.556,00;0;;0,00;72;5.218,55;5379;99,78;0;0,00;SIM;1.338.775,89;1.338.775,89;0,00
2624;16/06/2011;032;049;057;062;071;4.880.199,00;0;;0,00;49;7.672,22;3913;137,24;0;0,00;SIM;1.865.090,15;1.865.090,15;54.135.488,40
2625;17/06/2011;017;020;029;056;061;5.538.401,25;0;;0,00;47;9.077,50;5092;119,69;0;0,00;SIM;2.462.389,49;2.462.389,49;54.391.473,84
2626;18/06/2011;037;042;048;064;071;6.128.528,25;0;;0,00;67;7.046,30;5391;125,10;0;0,00;SIM;57.798.067,18;57.798.067,18;57.798.067,18
2627;24/06/2011;014;015;028;058;068;61.895.295,00;5;MANAUS - AM, BELO HORIZONTE - MG, LONDRINA - PR, BIRIGUI - SP, SÃO PAULO - SP;13.466.817,74;745;6.400,01;59722;114,05;0;0,00;NAO;0,00;0,00;0,00
2628;25/06/2011;004;037;049;051;068;3.640.038,00;0;;0,00;55;5.098,27;3722;107,62;0;0,00;SIM;392.566,77;392.566,77;168.242,91
2629;27/06/2011;043;045;048;066;069;3.822.084,00;0;;0,00;70;4.206,12;4328;97,18;0;0,00;SIM;804.766,62;804.766,62;344.900,01
2630;28/06/2011;007;041;048;058;062;4.646.650,50;0;;0,00;45;7.954,39;4141;123,48;0;0,00;SIM;1.305.893,40;1.305.893,40;559.668,64
2631;29/06/2011;005;010;024;051;064;5.313.135,75;0;;0,00;135;3.031,77;8016;72,94;0;0,00;SIM;1.878.898,55;1.878.898,55;805.242,28
2632;30/06/2011;016;052;056;059;065;5.740.244,25;1;RIO DE JANEIRO - RJ;2.497.966,02;102;4.335,21;6274;100,68;0;0,00;NAO;0,00;0,00;1.070.556,93
2633;01/07/2011;002;014;028;035;048;4.134.503,25;3;UBAÍRA - BA, LIMEIRA - SP, SUMARÉ - SP;148.631,10;148;2.151,99;7180;63,36;0;0,00;NAO;0,00;0,00;1.261.654,07
2634;02/07/2011;010;023;044;056;071;4.351.830,00;0;;0,00;77;4.353,72;5524;86,69;0;0,00;SIM;469.331,31;469.331,31;1.462.796,07
2635;04/07/2011;004;020;040;050;062;4.334.343,00;0;;0,00;73;4.573,83;5636;84,63;0;0,00;SIM;936.776,71;936.776,71;1.663.129,82
2636;05/07/2011;029;035;036;048;062;5.232.701,25;0;;0,00;83;4.856,55;6045;95,26;0;0,00;SIM;1.501.107,25;1.501.107,25;1.904.985,77
2637;06/07/2011;026;027;046;051;075;6.013.798,50;0;;0,00;81;5.719,31;5259;125,84;0;0,00;SIM;2.149.676,69;2.149.676,69;2.182.944,11
2638;07/07/2011;008;024;026;035;075;6.378.502,50;0;;0,00;111;4.426,65;7645;91,81;0;0,00;SIM;2.837.578,33;2.837.578,33;2.477.759,10
2639;08/07/2011;023;024;037;049;078;7.801.752,00;0;;0,00;99;6.070,67;8825;97,28;0;0,00;SIM;3.678.972,99;3.678.972,99;2.838.356,83
2640;09/07/2011;004;012;026;057;067;7.413.303,00;1;SÃO JOSÉ DOS CAMPOS - SP;4.478.474,65;143;3.993,52;9006;90,58;0;0,00;NAO;0,00;0,00;3.181.000,40
2641;11/07/2011;005;021;036;045;073;3.559.564,50;1;Florianópolis - SC;383.887,94;43;6.376,88;4056;96,57;0;0,00;NAO;0,00;0,00;3.345.523,82
2642;12/07/2011;022;059;062;063;077;4.034.430,00;0;;0,00;54;5.755,30;3932;112,91;0;0,00;SIM;435.100,71;435.100,71;3.531.995,56
2643;13/07/2011;003;023;033;068;073;4.824.315,00;0;;0,00;100;3.716,34;5944;89,31;0;0,00;SIM;955.388,06;955.388,06;3.754.975,86
2644;14/07/2011;028;033;071;072;079;4.936.896,75;0;;0,00;93;4.089,31;5426;100,12;0;0,00;SIM;1.487.817,00;1.487.817,00;3.983.159,70
2645;15/07/2011;023;031;046;047;076;5.984.518,50;0;;0,00;68;6.779,53;5808;113,39;0;0,00;SIM;2.133.228,69;2.133.228,69;4.259.764,72
2646;16/07/2011;009;022;043;053;067;6.569.289,75;2;BRASÍLIA - DF, SÃO PAULO - SP;1.420.853,07;118;4.288,60;7514;96,21;0;0,00;NAO;0,00;0,00;4.563.397,93
2647;18/07/2011;016;032;037;053;059;3.653.605,50;0;;0,00;69;4.078,99;4158;96,69;0;0,00;SIM;394.029,98;394.029,98;4.732.267,92
2648;19/07/2011;039;052;054;063;069;4.453.341,00;0;;0,00;45;7.623,47;4276;114,61;0;0,00;SIM;874.308,94;874.308,94;4.938.101,77
2649;20/07/2011;011;018;020;058;060;5.227.284,75;1;BRASÍLIA - DF;1.438.055,32;120;3.355,64;6983;82,37;0;0,00;NAO;0,00;0,00;5.179.707,37
2650;21/07/2011;008;019;029;047;074;3.704.237,25;0;;0,00;84;3.397,03;5339;76,35;0;0,00;SIM;399.490,45;399.490,45;5.350.917,58
2651;22/07/2011;006;010;016;049;078;4.453.983,75;0;;0,00;85;4.036,54;5394;90,86;0;0,00;SIM;879.838,73;879.838,73;5.556.781,14
2652;23/07/2011;041;057;060;068;080;5.267.752,50;0;;0,00;42;9.661,75;3824;151,59;0;0,00;SIM;1.447.949,43;1.447.949,43;5.800.257,16
2653;25/07/2011;018;023;048;078;079;5.151.321,75;0;;0,00;68;5.835,65;5757;98,47;0;0,00;SIM;2.003.503,44;2.003.503,44;6.038.351,74
2654;26/07/2011;002;041;053;071;072;5.825.129,25;0;;0,00;82;5.472,32;5344;119,95;0;0,00;SIM;2.631.725,50;2.631.725,50;6.307.589,77
2655;27/07/2011;016;064;066;074;077;6.695.214,00;1;SÃO GONÇALO - RJ;3.353.783,49;100;5.157,56;6177;119,28;0;0,00;NAO;0,00;0,00;6.617.043,21
2656;28/07/2011;013;026;045;063;068;3.579.003,00;1;RIO DE JANEIRO - RJ;385.984,33;102;2.702,97;5212;75,56;0;0,00;NAO;0,00;0,00;6.782.465,07
2657;29/07/2011;006;009;012;025;027;3.809.260,50;1;BELÉM - PA;410.816,88;251;1.169,09;9599;43,67;0;0,00;NAO;0,00;0,00;6.958.529,46
2658;30/07/2011;008;028;042;051;068;4.320.755,25;0;;0,00;78;4.267,22;4757;99,95;0;0,00;SIM;465.980,00;465.980,00;7.158.235,19
2659;01/08/2011;012;026;038;049;062;4.264.177,50;1;PACARAIMA - RR;925.858,27;81;4.055,36;5344;87,81;0;0,00;NAO;0,00;0,00;7.355.325,88
2660;02/08/2011;003;009;010;040;070;3.828.747,75;1;PORTO ALEGRE - RS;412.918,52;122;2.417,56;6791;62,04;0;0,00;NAO;0,00;0,00;7.532.290,97
2661;03/08/2011;003;016;017;034;067;4.103.671,50;0;;0,00;99;3.193,13;6439;70,13;0;0,00;SIM;442.568,19;442.568,19;7.721.963,06
2662;04/08/2011;002;021;053;059;074;4.248.072,00;0;;0,00;46;7.114,00;3749;124,69;0;0,00;SIM;900.709,53;900.709,53;7.918.309,35
2663;05/08/2011;045;048;055;059;080;4.957.272,00;0;;0,00;60;6.364,60;4530;120,42;0;0,00;SIM;1.435.335,88;1.435.335,88;8.147.434,94
2664;06/08/2011;002;023;039;047;066;5.625.463,50;0;;0,00;76;5.701,96;5863;105,58;0;0,00;SIM;2.042.024,60;2.042.024,60;8.407.444,40
2665;08/08/2011;023;044;054;068;079;5.237.925,00;0;;0,00;88;4.585,18;5373;107,28;0;0,00;SIM;2.606.918,50;2.606.918,50;8.649.541,80
2666;09/08/2011;005;007;016;025;026;6.710.803,50;2;VILHA VELHA - ES, VOLTA REDONDA - RJ;1.665.328,89;305;1.694,94;12716;58,07;0;0,00;NAO;0,00;0,00;8.959.715,78
2667;10/08/2011;027;028;038;044;057;3.984.170,25;0;;0,00;72;4.262,70;5097;86,02;0;0,00;SIM;429.680,35;429.680,35;9.143.864,52
2668;11/08/2011;016;022;054;067;077;4.373.903,25;0;;0,00;82;4.108,99;4665;103,18;0;0,00;SIM;901.392,20;901.392,20;9.346.026,75
2669;12/08/2011;019;020;022;026;061;4.936.945,50;0;;0,00;64;5.942,35;5569;97,55;0;0,00;SIM;1.433.826,40;1.433.826,40;9.574.212,85
2670;13/08/2011;001;036;046;054;070;5.644.051,50;1;PETRÓPOLIS - RJ;2.042.519,78;47;9.250,66;4282;145,05;0;0,00;NAO;0,00;0,00;9.835.081,44
2671;15/08/2011;018;019;050;054;067;3.157.753,50;0;;0,00;38;6.401,39;3046;114,08;0;0,00;SIM;340.553,88;340.553,88;9.981.033,12
2672;16/08/2011;009;022;056;060;064;4.153.422,00;0;;0,00;59;5.422,93;4332;105,51;0;0,00;SIM;788.487,50;788.487,50;10.173.004,68
2673;17/08/2011;003;023;032;072;080;4.765.435,50;0;;0,00;70;5.244,26;5054;103,76;0;0,00;SIM;1.302.424,88;1.302.424,88;10.393.263,56
2674;18/08/2011;006;009;030;039;040;4.701.214,50;1;VOLTA REDONDA - RJ;1.809.436,23;90;4.023,90;5790;89,35;0;0,00;NAO;0,00;0,00;10.610.554,15
2675;19/08/2011;031;036;046;047;059;3.655.281,00;0;;0,00;32;8.799,35;3263;123,27;0;0,00;SIM;394.210,67;394.210,67;10.779.501,59
2676;20/08/2011;016;034;035;045;060;4.483.928,25;0;;0,00;48;7.196,10;4374;112,81;0;0,00;SIM;877.788,36;877.788,36;10.986.749,18
2677;22/08/2011;034;050;054;056;069;4.204.548,00;0;;0,00;53;6.111,15;3981;116,22;0;0,00;SIM;1.331.235,77;1.331.235,77;11.181.083,80
2678;23/08/2011;009;024;032;054;063;5.014.100,25;0;;0,00;107;3.609,85;6104;90,39;0;0,00;SIM;1.871.990,87;1.871.990,87;11.412.835,99
2679;24/08/2011;032;042;045;064;077;5.644.663,50;0;;0,00;78;5.574,72;5956;104,29;0;0,00;SIM;2.480.750,26;2.480.750,26;11.673.732,87
2680;25/08/2011;012;027;049;055;070;5.750.851,50;0;;0,00;95;4.663,24;6272;100,90;0;0,00;SIM;3.100.961,69;3.100.961,69;11.939.537,78
2681;26/08/2011;035;042;062;069;073;6.619.448,25;0;;0,00;77;6.622,33;5676;128,33;0;0,00;SIM;3.814.848,58;3.814.848,58;12.245.489,31
2682;27/08/2011;023;034;063;073;074;7.165.569,00;1;SÃO PAULO - SP;4.587.632,89;92;5.999,88;6227;126,63;0;0,00;NAO;0,00;0,00;12.576.682,61
2683;29/08/2011;006;017;025;026;076;3.380.547,75;1;SÃO MARTINHO - RS;364.581,54;64;4.068,99;4399;84,56;0;0,00;NAO;0,00;0,00;12.732.931,85
2684;30/08/2011;004;013;051;052;062;3.511.010,25;1;LAPÃO - BA;378.651,52;73;3.705,01;4412;87,57;0;0,00;NAO;0,00;0,00;12.895.211,08
2685;31/08/2011;030;053;059;064;080;4.011.185,25;0;;0,00;43;7.185,95;2777;158,95;0;0,00;SIM;432.593,84;432.593,84;13.080.608,45
2686;01/09/2011;004;020;028;060;078;4.078.108,50;0;;0,00;44;7.139,79;4155;108,01;0;0,00;SIM;872.405,14;872.405,14;13.269.099,02
2687;02/09/2011;005;018;024;041;063;5.021.148,75;0;;0,00;118;3.277,94;6803;81,22;0;0,00;SIM;1.413.920,39;1.413.920,39;13.501.177,00
2688;03/09/2011;013;036;040;055;056;5.840.195,25;0;;0,00;81;5.554,20;6624;97,02;0;0,00;SIM;2.043.767,26;2.043.767,26;13.771.111,39
2689;05/09/2011;004;018;021;076;079;5.572.645,50;1;SÃO PAULO - SP;2.644.759,73;95;4.518,74;5528;110,93;0;0,00;NAO;0,00;0,00;14.028.679,59
2690;06/09/2011;019;031;036;046;070;4.167.384,00;0;;0,00;50;6.420,57;4305;106,52;0;0,00;SIM;449.439,39;449.439,39;14.221.296,48
2691;08/09/2011;015;016;024;027;067;4.544.635,50;0;;0,00;71;4.930,83;5690;87,89;0;0,00;SIM;939.564,18;939.564,18;14.431.349,97
2692;09/09/2011;035;051;071;077;079;5.122.035,75;0;;0,00;80;4.932,11;5747;98,08;0;0,00;SIM;1.491.959,78;1.491.959,78;14.668.090,96
2693;10/09/2011;004;006;022;034;043;5.614.173,75;0;;0,00;224;1.930,71;8874;69,62;0;0,00;SIM;2.097.430,94;2.097.430,94;14.927.578,61
2694;13/09/2011;032;035;044;055;065;5.589.135,75;0;;0,00;79;5.450,01;5953;103,32;0;0,00;SIM;2.700.201,83;2.700.201,83;15.185.908,99
2695;13/09/2011;002;046;050;055;072;5.317.866,75;0;;0,00;72;5.689,64;4567;128,14;0;0,00;SIM;3.273.717,20;3.273.717,20;15.431.701,30
2696;14/09/2011;028;040;062;076;079;6.837.936,75;0;;0,00;74;7.118,25;5398;139,40;0;0,00;SIM;4.011.167,40;4.011.167,40;15.747.751,39
2697;15/09/2011;007;009;013;018;024;7.323.355,50;3;FEIRA DE SANTANA - BA, NOVA IGUAÇU - RJ, JACAREÍ - SP;1.600.322,83;609;1.323,34;19739;40,82;0;0,00;NAO;0,00;0,00;16.086.237,58
2698;16/09/2011;018;024;030;066;076;3.927.589,50;0;;0,00;39;7.757,85;3583;120,63;0;0,00;SIM;423.578,30;423.578,30;16.267.771,15
2699;17/09/2011;028;050;057;071;072;4.833.273,75;0;;0,00;49;7.598,45;4157;127,95;0;0,00;SIM;944.831,82;944.831,82;16.491.165,53
2700;19/09/2011;008;014;069;071;079;4.726.031,25;0;;0,00;68;5.353,86;4329;120,14;0;0,00;SIM;1.454.519,57;1.454.519,57;16.709.603,15
2701;20/09/2011;038;043;060;070;076;5.205.285,75;0;;0,00;59;6.796,30;3671;156,04;0;0,00;SIM;2.015.893,44;2.015.893,44;16.950.191,96
2702;21/09/2011;031;051;059;073;077;6.222.617,25;0;;0,00;73;6.566,44;5401;126,78;0;0,00;SIM;2.686.983,33;2.686.983,33;17.237.801,93
2703;22/09/2011;012;025;043;046;068;6.357.401,25;1;IPATINGA - MG;3.372.609,27;171;2.863,94;8651;80,87;0;0,00;NAO;0,00;0,00;17.531.641,61
2704;23/09/2011;015;048;052;053;076;3.858.552,00;1;APIAÍ - SP;416.132,82;66;4.503,60;4399;96,52;0;0,00;NAO;0,00;0,00;17.709.984,25
